id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual,teks_casefold,tokens,tokens_nostop,tokens_stem,teks_bersih
067-01,28/01/2026 22:33:39,Portal Akademik (WEB),ketika login sering tibatiba log out sendiri dan harus login ulang. itu mengganggu😥,67,1,,ketika login sering tibatiba log out sendiri dan harus login ulang itu mengganggu,"['ketika', 'login', 'sering', 'tibatiba', 'log', 'out', 'sendiri', 'dan', 'harus', 'login', 'ulang', 'itu', 'mengganggu']","['ketika', 'login', 'sering', 'tibatiba', 'log', 'out', 'sendiri', 'login', 'ulang', 'mengganggu']","['ketika', 'login', 'sering', 'tibatiba', 'log', 'out', 'sendiri', 'login', 'ulang', 'mengganggu']",ketika login sering tibatiba log out sendiri login ulang mengganggu
067-02,28/01/2026 22:33:39,MyClass UMSU,myclass simple & mudah ketika tidak sedang eror,67,2,,myclass simple mudah ketika tidak sedang eror,"['myclass', 'simple', 'mudah', 'ketika', 'tidak', 'sedang', 'eror']","['myclass', 'simple', 'mudah', 'ketika', 'tidak', 'sedang', 'eror']","['myclass', 'simple', 'mudah', 'ketika', 'tidak', 'sedang', 'eror']",myclass simple mudah ketika tidak sedang eror
067-03,28/01/2026 22:33:39,WiFi Kampus,"wifi susah dijangkau, dan koneksinya kurang stabil.",67,3,,wifi susah dijangkau dan koneksinya kurang stabil,"['wifi', 'susah', 'dijangkau', 'dan', 'koneksinya', 'kurang', 'stabil']","['wifi', 'susah', 'dijangkau', 'koneksinya', 'kurang', 'stabil']","['wifi', 'susah', 'dijangkau', 'koneksinya', 'kurang', 'stabil']",wifi susah dijangkau koneksinya kurang stabil
067-04,28/01/2026 22:33:39,Helpdesk/Technical Support,baik aja,67,4,,baik aja,"['baik', 'aja']","['baik', 'aja']","['baik', 'aja']",baik aja
067-05,28/01/2026 22:33:39,Saran Peningkatan,Mohon merespons dengan cepat🙏🏻,67,5,,mohon merespons dengan cepat,"['mohon', 'merespons', 'dengan', 'cepat']","['mohon', 'merespons', 'cepat']","['mohon', 'merespons', 'cepat']",mohon merespons cepat
068-01,28/01/2026 22:36:14,Portal Akademik (WEB),Sangat Baik karena fitur yang digunakan sangat mudah dipahami,68,1,,sangat baik karena fitur yang digunakan sangat mudah dipahami,"['sangat', 'baik', 'karena', 'fitur', 'yang', 'digunakan', 'sangat', 'mudah', 'dipahami']","['baik', 'fitur', 'digunakan', 'mudah', 'dipahami']","['baik', 'fitur', 'digunakan', 'mudah', 'dipahami']",baik fitur digunakan mudah dipahami
068-02,28/01/2026 22:36:14,MyClass UMSU,baik dengan apk yang mudah digunakan,68,2,,baik dengan apk yang mudah digunakan,"['baik', 'dengan', 'apk', 'yang', 'mudah', 'digunakan']","['baik', 'apk', 'mudah', 'digunakan']","['baik', 'apk', 'mudah', 'digunakan']",baik apk mudah digunakan
068-03,28/01/2026 22:36:14,WiFi Kampus,jarang memakai wifi kampus karena sandi yang tidak tahu dan beberapa titik yang tidak bisa dijangkau,68,3,,jarang memakai wifi kampus karena sandi yang tidak tahu dan beberapa titik yang tidak bisa dijangkau,"['jarang', 'memakai', 'wifi', 'kampus', 'karena', 'sandi', 'yang', 'tidak', 'tahu', 'dan', 'beberapa', 'titik', 'yang', 'tidak', 'bisa', 'dijangkau']","['jarang', 'memakai', 'wifi', 'kampus', 'sandi', 'tidak', 'tahu', 'titik', 'tidak', 'dijangkau']","['jarang', 'memakai', 'wifi', 'kampus', 'sandi', 'tidak', 'tahu', 'titik', 'tidak', 'dijangkau']",jarang memakai wifi kampus sandi tidak tahu titik tidak dijangkau
068-04,28/01/2026 22:36:14,Helpdesk/Technical Support,Saya jarang menggunakan nya,68,4,,saya jarang menggunakan nya,"['saya', 'jarang', 'menggunakan', 'nya']","['jarang', 'menggunakan']","['jarang', 'menggunakan']",jarang menggunakan
068-05,28/01/2026 22:36:14,Saran Peningkatan,Lebih meminimalisir gangguan jaringan yang ada,68,5,,lebih meminimalisir gangguan jaringan yang ada,"['lebih', 'meminimalisir', 'gangguan', 'jaringan', 'yang', 'ada']","['meminimalisir', 'gangguan', 'jaringan', 'ada']","['meminimalisir', 'gangguan', 'jaringan', 'ada']",meminimalisir gangguan jaringan ada
069-01,28/01/2026 22:36:14,Portal Akademik (WEB),"pengalaman saya menggunakan portal cukup baik karena memudahkan akses KRS dan jadwal, meskipun terkadang lambat saat banyak pengguna mengakses bersamaan.",69,1,,pengalaman saya menggunakan portal cukup baik karena memudahkan akses krs dan jadwal meskipun terkadang lambat saat banyak pengguna mengakses bersamaan,"['pengalaman', 'saya', 'menggunakan', 'portal', 'cukup', 'baik', 'karena', 'memudahkan', 'akses', 'krs', 'dan', 'jadwal', 'meskipun', 'terkadang', 'lambat', 'saat', 'banyak', 'pengguna', 'mengakses', 'bersamaan']","['pengalaman', 'menggunakan', 'portal', 'cukup', 'baik', 'memudahkan', 'akses', 'krs', 'jadwal', 'meskipun', 'terkadang', 'lambat', 'saat', 'pengguna', 'mengakses', 'bersamaan']","['pengalaman', 'menggunakan', 'portal', 'cukup', 'baik', 'memudahkan', 'akses', 'krs', 'jadwal', 'meskipun', 'terkadang', 'lambat', 'saat', 'pengguna', 'mengakses', 'bersamaan']",pengalaman menggunakan portal cukup baik memudahkan akses krs jadwal meskipun terkadang lambat saat pengguna mengakses bersamaan
069-02,28/01/2026 22:36:14,MyClass UMSU,"pengalaman saya menggunakan MyClass UMSU cukup baik karena memudahkan akses materi dan pengumpulan tugas, meski kadang loading lama.",69,2,,pengalaman saya menggunakan myclass umsu cukup baik karena memudahkan akses materi dan pengumpulan tugas meski kadang loading lama,"['pengalaman', 'saya', 'menggunakan', 'myclass', 'umsu', 'cukup', 'baik', 'karena', 'memudahkan', 'akses', 'materi', 'dan', 'pengumpulan', 'tugas', 'meski', 'kadang', 'loading', 'lama']","['pengalaman', 'menggunakan', 'myclass', 'umsu', 'cukup', 'baik', 'memudahkan', 'akses', 'materi', 'pengumpulan', 'tugas', 'kadang', 'loading', 'lama']","['pengalaman', 'menggunakan', 'myclass', 'umsu', 'cukup', 'baik', 'memudahkan', 'akses', 'materi', 'pengumpulan', 'tugas', 'kadang', 'loading', 'lama']",pengalaman menggunakan myclass umsu cukup baik memudahkan akses materi pengumpulan tugas kadang loading lama
069-03,28/01/2026 22:36:14,WiFi Kampus,pengalaman saya menggunakan WiFi kampus cukup baik dan stabil karena koneksinya lancar saat digunakan untuk akses materi kuliah dan tugas.,69,3,,pengalaman saya menggunakan wifi kampus cukup baik dan stabil karena koneksinya lancar saat digunakan untuk akses materi kuliah dan tugas,"['pengalaman', 'saya', 'menggunakan', 'wifi', 'kampus', 'cukup', 'baik', 'dan', 'stabil', 'karena', 'koneksinya', 'lancar', 'saat', 'digunakan', 'untuk', 'akses', 'materi', 'kuliah', 'dan', 'tugas']","['pengalaman', 'menggunakan', 'wifi', 'kampus', 'cukup', 'baik', 'stabil', 'koneksinya', 'lancar', 'saat', 'digunakan', 'akses', 'materi', 'kuliah', 'tugas']","['pengalaman', 'menggunakan', 'wifi', 'kampus', 'cukup', 'baik', 'stabil', 'koneksinya', 'lancar', 'saat', 'digunakan', 'akses', 'materi', 'kuliah', 'tugas']",pengalaman menggunakan wifi kampus cukup baik stabil koneksinya lancar saat digunakan akses materi kuliah tugas
069-04,28/01/2026 22:36:14,Helpdesk/Technical Support,saya belum pernah menggunakan helpdesk/technical support IT UMSU dikarenakan belum ada kendala.,69,4,,saya belum pernah menggunakan helpdesk technical support it umsu dikarenakan belum ada kendala,"['saya', 'belum', 'pernah', 'menggunakan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'dikarenakan', 'belum', 'ada', 'kendala']","['belum', 'pernah', 'menggunakan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'dikarenakan', 'belum', 'ada', 'kendala']","['belum', 'pernah', 'menggunakan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'dikarenakan', 'belum', 'ada', 'kendala']",belum pernah menggunakan helpdesk technical support it umsu dikarenakan belum ada kendala
069-05,28/01/2026 22:36:14,Saran Peningkatan,layanan SI & TI UMSU sebaiknya meningkatkan stabilitas server dan kecepatan akses agar sistem tetap lancar saat jam sibuk.,69,5,,layanan si ti umsu sebaiknya meningkatkan stabilitas server dan kecepatan akses agar sistem tetap lancar saat jam sibuk,"['layanan', 'si', 'ti', 'umsu', 'sebaiknya', 'meningkatkan', 'stabilitas', 'server', 'dan', 'kecepatan', 'akses', 'agar', 'sistem', 'tetap', 'lancar', 'saat', 'jam', 'sibuk']","['layanan', 'si', 'ti', 'umsu', 'sebaiknya', 'meningkatkan', 'stabilitas', 'server', 'kecepatan', 'akses', 'sistem', 'tetap', 'lancar', 'saat', 'jam', 'sibuk']","['layanan', 'si', 'ti', 'umsu', 'sebaiknya', 'meningkatkan', 'stabilitas', 'server', 'kecepatan', 'akses', 'sistem', 'tetap', 'lancar', 'saat', 'jam', 'sibuk']",layanan si ti umsu sebaiknya meningkatkan stabilitas server kecepatan akses sistem tetap lancar saat jam sibuk
070-01,28/01/2026 22:52:20,Portal Akademik (WEB),"sering kesulitan untuk login, contohnya salah pasword, padahal pasword yg dimasukan telah benar dan harus dicoba berkali-kali baru bisa masuk keportal",70,1,,sering kesulitan untuk login contohnya salah pasword padahal pasword yg dimasukan telah benar dan harus dicoba berkali kali baru bisa masuk keportal,"['sering', 'kesulitan', 'untuk', 'login', 'contohnya', 'salah', 'pasword', 'padahal', 'pasword', 'yg', 'dimasukan', 'telah', 'benar', 'dan', 'harus', 'dicoba', 'berkali', 'kali', 'baru', 'bisa', 'masuk', 'keportal']","['sering', 'kesulitan', 'login', 'contohnya', 'salah', 'pasword', 'padahal', 'pasword', 'yg', 'dimasukan', 'benar', 'dicoba', 'berkali', 'kali', 'baru', 'masuk', 'keportal']","['sering', 'kesulitan', 'login', 'contohnya', 'salah', 'pasword', 'padahal', 'pasword', 'yg', 'dimasukan', 'benar', 'dicoba', 'berkali', 'kali', 'baru', 'masuk', 'keportal']",sering kesulitan login contohnya salah pasword padahal pasword yg dimasukan benar dicoba berkali kali baru masuk keportal
070-02,28/01/2026 22:52:20,MyClass UMSU,selama perkuliahan tidak menggunakan myclass,70,2,,selama perkuliahan tidak menggunakan myclass,"['selama', 'perkuliahan', 'tidak', 'menggunakan', 'myclass']","['selama', 'perkuliahan', 'tidak', 'menggunakan', 'myclass']","['selama', 'perkuliahan', 'tidak', 'menggunakan', 'myclass']",selama perkuliahan tidak menggunakan myclass
070-03,28/01/2026 22:52:20,WiFi Kampus,"wifi sering disconnect sendiri, mungkin karna penggunanya terlalu banyak",70,3,,wifi sering disconnect sendiri mungkin karna penggunanya terlalu banyak,"['wifi', 'sering', 'disconnect', 'sendiri', 'mungkin', 'karna', 'penggunanya', 'terlalu', 'banyak']","['wifi', 'sering', 'disconnect', 'sendiri', 'mungkin', 'karna', 'penggunanya', 'terlalu']","['wifi', 'sering', 'disconnect', 'sendiri', 'mungkin', 'karna', 'penggunanya', 'terlalu']",wifi sering disconnect sendiri mungkin karna penggunanya terlalu
070-04,28/01/2026 22:52:20,Helpdesk/Technical Support,Tidak pernah menghubungi layanan bantuan,70,4,,tidak pernah menghubungi layanan bantuan,"['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan']","['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan']","['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan']",tidak pernah menghubungi layanan bantuan
070-05,28/01/2026 22:52:20,Saran Peningkatan,Tidak pernah menghubungi layanan bantuan,70,5,,tidak pernah menghubungi layanan bantuan,"['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan']","['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan']","['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan']",tidak pernah menghubungi layanan bantuan
071-01,28/01/2026 22:53:30,Portal Akademik (WEB),pengalaman buruk saya eror saat login,71,1,,pengalaman buruk saya eror saat login,"['pengalaman', 'buruk', 'saya', 'eror', 'saat', 'login']","['pengalaman', 'buruk', 'eror', 'saat', 'login']","['pengalaman', 'buruk', 'eror', 'saat', 'login']",pengalaman buruk eror saat login
071-02,28/01/2026 22:53:30,MyClass UMSU,pengalaman buruk saya sering eror saat login ke web contohnya saat mau absen,71,2,,pengalaman buruk saya sering eror saat login ke web contohnya saat mau absen,"['pengalaman', 'buruk', 'saya', 'sering', 'eror', 'saat', 'login', 'ke', 'web', 'contohnya', 'saat', 'mau', 'absen']","['pengalaman', 'buruk', 'sering', 'eror', 'saat', 'login', 'web', 'contohnya', 'saat', 'mau', 'absen']","['pengalaman', 'buruk', 'sering', 'eror', 'saat', 'login', 'web', 'contohnya', 'saat', 'mau', 'absen']",pengalaman buruk sering eror saat login web contohnya saat mau absen
071-03,28/01/2026 22:53:30,WiFi Kampus,saya puas karena mudah terhubungan dan stabil,71,3,,saya puas karena mudah terhubungan dan stabil,"['saya', 'puas', 'karena', 'mudah', 'terhubungan', 'dan', 'stabil']","['puas', 'mudah', 'terhubungan', 'stabil']","['puas', 'mudah', 'terhubungan', 'stabil']",puas mudah terhubungan stabil
071-04,28/01/2026 22:53:30,Helpdesk/Technical Support,saya tidak pernah menghubungi layanan bantuan technical IT UMSU,71,4,,saya tidak pernah menghubungi layanan bantuan technical it umsu,"['saya', 'tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan', 'technical', 'it', 'umsu']","['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan', 'technical', 'it', 'umsu']","['tidak', 'pernah', 'menghubungi', 'layanan', 'bantuan', 'technical', 'it', 'umsu']",tidak pernah menghubungi layanan bantuan technical it umsu
071-05,28/01/2026 22:53:30,Saran Peningkatan,tidak ada,71,5,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada
072-01,28/01/2026 22:54:11,Portal Akademik (WEB),"Terkadang sering eror, misalnya ketika membuka bagian tagihan pembayaran, saat di klik malah kembali ke menu log in.",72,1,,terkadang sering eror misalnya ketika membuka bagian tagihan pembayaran saat di klik malah kembali ke menu log in,"['terkadang', 'sering', 'eror', 'misalnya', 'ketika', 'membuka', 'bagian', 'tagihan', 'pembayaran', 'saat', 'di', 'klik', 'malah', 'kembali', 'ke', 'menu', 'log', 'in']","['terkadang', 'sering', 'eror', 'misalnya', 'ketika', 'membuka', 'bagian', 'tagihan', 'pembayaran', 'saat', 'klik', 'malah', 'kembali', 'menu', 'log', 'in']","['terkadang', 'sering', 'eror', 'misalnya', 'ketika', 'membuka', 'bagian', 'tagihan', 'pembayaran', 'saat', 'klik', 'malah', 'kembali', 'menu', 'log', 'in']",terkadang sering eror misalnya ketika membuka bagian tagihan pembayaran saat klik malah kembali menu log in
072-02,28/01/2026 22:54:11,MyClass UMSU,"Aplikasi baru (MyClass) menurut saya sudah lebih baik dari sebelumnya, sudah jarang terjadi eror dan kesulitan (stuck loading) saat log in.",72,2,,aplikasi baru myclass menurut saya sudah lebih baik dari sebelumnya sudah jarang terjadi eror dan kesulitan stuck loading saat log in,"['aplikasi', 'baru', 'myclass', 'menurut', 'saya', 'sudah', 'lebih', 'baik', 'dari', 'sebelumnya', 'sudah', 'jarang', 'terjadi', 'eror', 'dan', 'kesulitan', 'stuck', 'loading', 'saat', 'log', 'in']","['aplikasi', 'baru', 'myclass', 'menurut', 'baik', 'sebelumnya', 'jarang', 'terjadi', 'eror', 'kesulitan', 'stuck', 'loading', 'saat', 'log', 'in']","['aplikasi', 'baru', 'myclass', 'menurut', 'baik', 'sebelumnya', 'jarang', 'terjadi', 'eror', 'kesulitan', 'stuck', 'loading', 'saat', 'log', 'in']",aplikasi baru myclass menurut baik sebelumnya jarang terjadi eror kesulitan stuck loading saat log in
072-03,28/01/2026 22:54:11,WiFi Kampus,"Menurut saya sudah baik, terdapat banyak wifi dilingkungan kampus, jadi wifi bisa di akses di seluruhnya.",72,3,,menurut saya sudah baik terdapat banyak wifi dilingkungan kampus jadi wifi bisa di akses di seluruhnya,"['menurut', 'saya', 'sudah', 'baik', 'terdapat', 'banyak', 'wifi', 'dilingkungan', 'kampus', 'jadi', 'wifi', 'bisa', 'di', 'akses', 'di', 'seluruhnya']","['menurut', 'baik', 'terdapat', 'wifi', 'dilingkungan', 'kampus', 'jadi', 'wifi', 'akses', 'seluruhnya']","['menurut', 'baik', 'terdapat', 'wifi', 'dilingkungan', 'kampus', 'jadi', 'wifi', 'akses', 'seluruhnya']",menurut baik terdapat wifi dilingkungan kampus jadi wifi akses seluruhnya
072-05,28/01/2026 22:54:11,Saran Peningkatan,"Saya berharap layanan terus di perhatikan agar semakin optimal, dan eror semakin jarang terjadi.",72,5,,saya berharap layanan terus di perhatikan agar semakin optimal dan eror semakin jarang terjadi,"['saya', 'berharap', 'layanan', 'terus', 'di', 'perhatikan', 'agar', 'semakin', 'optimal', 'dan', 'eror', 'semakin', 'jarang', 'terjadi']","['berharap', 'layanan', 'terus', 'perhatikan', 'semakin', 'optimal', 'eror', 'semakin', 'jarang', 'terjadi']","['berharap', 'layanan', 'terus', 'perhatikan', 'semakin', 'optimal', 'eror', 'semakin', 'jarang', 'terjadi']",berharap layanan terus perhatikan semakin optimal eror semakin jarang terjadi
073-01,28/01/2026 22:56:18,Portal Akademik (WEB),"pengalaman saat menggunakan portal akademik sangat baik, walaupun kadang saat login suka ke log out sendiri, tapi keseluruhan sangat baik untuk urusan perkuliahan seperti isi krs dan lihat khs",73,1,,pengalaman saat menggunakan portal akademik sangat baik walaupun kadang saat login suka ke log out sendiri tapi keseluruhan sangat baik untuk urusan perkuliahan seperti isi krs dan lihat khs,"['pengalaman', 'saat', 'menggunakan', 'portal', 'akademik', 'sangat', 'baik', 'walaupun', 'kadang', 'saat', 'login', 'suka', 'ke', 'log', 'out', 'sendiri', 'tapi', 'keseluruhan', 'sangat', 'baik', 'untuk', 'urusan', 'perkuliahan', 'seperti', 'isi', 'krs', 'dan', 'lihat', 'khs']","['pengalaman', 'saat', 'menggunakan', 'portal', 'akademik', 'baik', 'kadang', 'saat', 'login', 'suka', 'log', 'out', 'sendiri', 'keseluruhan', 'baik', 'urusan', 'perkuliahan', 'isi', 'krs', 'lihat', 'khs']","['pengalaman', 'saat', 'menggunakan', 'portal', 'akademik', 'baik', 'kadang', 'saat', 'login', 'suka', 'log', 'out', 'sendiri', 'keseluruhan', 'baik', 'urusan', 'perkuliahan', 'isi', 'krs', 'lihat', 'khs']",pengalaman saat menggunakan portal akademik baik kadang saat login suka log out sendiri keseluruhan baik urusan perkuliahan isi krs lihat khs
073-02,28/01/2026 22:56:18,MyClass UMSU,"sangat baik ui dan ux, mudah di pahami tidak membuat bingung saat menggunakannya melihat tugas,materi,absen sangat gampang di akses",73,2,,sangat baik ui dan ux mudah di pahami tidak membuat bingung saat menggunakannya melihat tugas materi absen sangat gampang di akses,"['sangat', 'baik', 'ui', 'dan', 'ux', 'mudah', 'di', 'pahami', 'tidak', 'membuat', 'bingung', 'saat', 'menggunakannya', 'melihat', 'tugas', 'materi', 'absen', 'sangat', 'gampang', 'di', 'akses']","['baik', 'ui', 'ux', 'mudah', 'pahami', 'tidak', 'membuat', 'bingung', 'saat', 'menggunakannya', 'melihat', 'tugas', 'materi', 'absen', 'gampang', 'akses']","['baik', 'ui', 'ux', 'mudah', 'pahami', 'tidak', 'membuat', 'bingung', 'saat', 'menggunakannya', 'melihat', 'tugas', 'materi', 'absen', 'gampang', 'akses']",baik ui ux mudah pahami tidak membuat bingung saat menggunakannya melihat tugas materi absen gampang akses
073-03,28/01/2026 22:56:18,WiFi Kampus,"keseluruhan sangat baik, walaupun kadang kecepatan lambat tapi mungkin karena banyak di akses orang dalam waktu bersamaan",73,3,,keseluruhan sangat baik walaupun kadang kecepatan lambat tapi mungkin karena banyak di akses orang dalam waktu bersamaan,"['keseluruhan', 'sangat', 'baik', 'walaupun', 'kadang', 'kecepatan', 'lambat', 'tapi', 'mungkin', 'karena', 'banyak', 'di', 'akses', 'orang', 'dalam', 'waktu', 'bersamaan']","['keseluruhan', 'baik', 'kadang', 'kecepatan', 'lambat', 'mungkin', 'akses', 'orang', 'waktu', 'bersamaan']","['keseluruhan', 'baik', 'kadang', 'kecepatan', 'lambat', 'mungkin', 'akses', 'orang', 'waktu', 'bersamaan']",keseluruhan baik kadang kecepatan lambat mungkin akses orang waktu bersamaan
073-04,28/01/2026 22:56:18,Helpdesk/Technical Support,untuk techinal support saya tidak berkomentar karena ga pernah menggunakan layanannya,73,4,,untuk techinal support saya tidak berkomentar karena ga pernah menggunakan layanannya,"['untuk', 'techinal', 'support', 'saya', 'tidak', 'berkomentar', 'karena', 'ga', 'pernah', 'menggunakan', 'layanannya']","['techinal', 'support', 'tidak', 'berkomentar', 'ga', 'pernah', 'menggunakan', 'layanannya']","['techinal', 'support', 'tidak', 'berkomentar', 'ga', 'pernah', 'menggunakan', 'layanannya']",techinal support tidak berkomentar ga pernah menggunakan layanannya
073-05,28/01/2026 22:56:18,Saran Peningkatan,"secara keseluruhan, layanan SI dan TI sangat baik portal selalu bisa di akses kapan pun myclass juga sangat baik dalam membantu perkuliahan",73,5,,secara keseluruhan layanan si dan ti sangat baik portal selalu bisa di akses kapan pun myclass juga sangat baik dalam membantu perkuliahan,"['secara', 'keseluruhan', 'layanan', 'si', 'dan', 'ti', 'sangat', 'baik', 'portal', 'selalu', 'bisa', 'di', 'akses', 'kapan', 'pun', 'myclass', 'juga', 'sangat', 'baik', 'dalam', 'membantu', 'perkuliahan']","['secara', 'keseluruhan', 'layanan', 'si', 'ti', 'baik', 'portal', 'selalu', 'akses', 'kapan', 'myclass', 'baik', 'membantu', 'perkuliahan']","['secara', 'keseluruhan', 'layanan', 'si', 'ti', 'baik', 'portal', 'selalu', 'akses', 'kapan', 'myclass', 'baik', 'membantu', 'perkuliahan']",secara keseluruhan layanan si ti baik portal selalu akses kapan myclass baik membantu perkuliahan
074-01,28/01/2026 22:59:23,Portal Akademik (WEB),"Web nya sangat membantu , tetapi terkadang sering down",74,1,,web nya sangat membantu tetapi terkadang sering down,"['web', 'nya', 'sangat', 'membantu', 'tetapi', 'terkadang', 'sering', 'down']","['web', 'membantu', 'terkadang', 'sering', 'down']","['web', 'membantu', 'terkadang', 'sering', 'down']",web membantu terkadang sering down
074-02,28/01/2026 22:59:23,MyClass UMSU,Tidak ada,74,2,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada
074-03,28/01/2026 22:59:23,WiFi Kampus,Tidak ada,74,3,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada
074-04,28/01/2026 22:59:23,Helpdesk/Technical Support,Tidak ada,74,4,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada
074-05,28/01/2026 22:59:23,Saran Peningkatan,Supaya tidak sering erorr,74,5,,supaya tidak sering erorr,"['supaya', 'tidak', 'sering', 'erorr']","['tidak', 'sering', 'erorr']","['tidak', 'sering', 'erorr']",tidak sering erorr
075-01,28/01/2026 23:03:10,Portal Akademik (WEB),selalu sering login ulang,75,1,,selalu sering login ulang,"['selalu', 'sering', 'login', 'ulang']","['selalu', 'sering', 'login', 'ulang']","['selalu', 'sering', 'login', 'ulang']",selalu sering login ulang
075-02,28/01/2026 23:03:10,MyClass UMSU,terlalu ribet tata letak untuk materi belajarnya,75,2,,terlalu ribet tata letak untuk materi belajarnya,"['terlalu', 'ribet', 'tata', 'letak', 'untuk', 'materi', 'belajarnya']","['terlalu', 'ribet', 'tata', 'letak', 'materi', 'belajarnya']","['terlalu', 'ribet', 'tata', 'letak', 'materi', 'belajarnya']",terlalu ribet tata letak materi belajarnya
075-03,28/01/2026 23:03:10,WiFi Kampus,tidak stabil,75,3,,tidak stabil,"['tidak', 'stabil']","['tidak', 'stabil']","['tidak', 'stabil']",tidak stabil
076-01,28/01/2026 23:04:53,Portal Akademik (WEB),"terkadang eror saat di akses, contohnya loading lama",76,1,,terkadang eror saat di akses contohnya loading lama,"['terkadang', 'eror', 'saat', 'di', 'akses', 'contohnya', 'loading', 'lama']","['terkadang', 'eror', 'saat', 'akses', 'contohnya', 'loading', 'lama']","['terkadang', 'eror', 'saat', 'akses', 'contohnya', 'loading', 'lama']",terkadang eror saat akses contohnya loading lama
076-02,28/01/2026 23:04:53,MyClass UMSU,myclas terkadang mengalami eror jika ingin mengirim tugas harus membuka dari web (google),76,2,,myclas terkadang mengalami eror jika ingin mengirim tugas harus membuka dari web google,"['myclas', 'terkadang', 'mengalami', 'eror', 'jika', 'ingin', 'mengirim', 'tugas', 'harus', 'membuka', 'dari', 'web', 'google']","['myclas', 'terkadang', 'mengalami', 'eror', 'ingin', 'mengirim', 'tugas', 'membuka', 'web', 'google']","['myclas', 'terkadang', 'mengalami', 'eror', 'ingin', 'mengirim', 'tugas', 'membuka', 'web', 'google']",myclas terkadang mengalami eror ingin mengirim tugas membuka web google
076-03,28/01/2026 23:04:53,WiFi Kampus,wifi kampus umsu sering ngelag/logout,76,3,,wifi kampus umsu sering ngelag logout,"['wifi', 'kampus', 'umsu', 'sering', 'ngelag', 'logout']","['wifi', 'kampus', 'umsu', 'sering', 'ngelag', 'logout']","['wifi', 'kampus', 'umsu', 'sering', 'ngelag', 'logout']",wifi kampus umsu sering ngelag logout
076-04,28/01/2026 23:04:53,Helpdesk/Technical Support,tidak pernah menggunakan,76,4,,tidak pernah menggunakan,"['tidak', 'pernah', 'menggunakan']","['tidak', 'pernah', 'menggunakan']","['tidak', 'pernah', 'menggunakan']",tidak pernah menggunakan
077-01,28/01/2026 23:07:21,Portal Akademik (WEB),ribet kalo nyari kelas,77,1,,ribet kalo nyari kelas,"['ribet', 'kalo', 'nyari', 'kelas']","['ribet', 'kalo', 'nyari', 'kelas']","['ribet', 'kalo', 'nyari', 'kelas']",ribet kalo nyari kelas
077-02,28/01/2026 23:07:21,MyClass UMSU,gatau lupa,77,2,,gatau lupa,"['gatau', 'lupa']","['gatau', 'lupa']","['gatau', 'lupa']",gatau lupa
077-03,28/01/2026 23:07:21,WiFi Kampus,gapernah pake,77,3,,gapernah pake,"['gapernah', 'pake']","['gapernah', 'pake']","['gapernah', 'pake']",gapernah pake
077-04,28/01/2026 23:07:21,Helpdesk/Technical Support,gatau gapernah,77,4,,gatau gapernah,"['gatau', 'gapernah']","['gatau', 'gapernah']","['gatau', 'gapernah']",gatau gapernah
077-05,28/01/2026 23:07:21,Saran Peningkatan,terserah ajaa,77,5,,terserah ajaa,"['terserah', 'ajaa']","['terserah', 'ajaa']","['terserah', 'ajaa']",terserah ajaa
078-01,29/01/2026 0:33:11,Portal Akademik (WEB),sering ke login ulang ketika digunakan,78,1,,sering ke login ulang ketika digunakan,"['sering', 'ke', 'login', 'ulang', 'ketika', 'digunakan']","['sering', 'login', 'ulang', 'ketika', 'digunakan']","['sering', 'login', 'ulang', 'ketika', 'digunakan']",sering login ulang ketika digunakan
078-02,29/01/2026 0:33:11,MyClass UMSU,tidak ada kendala,78,2,,tidak ada kendala,"['tidak', 'ada', 'kendala']","['tidak', 'ada', 'kendala']","['tidak', 'ada', 'kendala']",tidak ada kendala
078-03,29/01/2026 0:33:11,WiFi Kampus,jaringan kurang stabil saat digunakan(wifi lantai 6 fikti),78,3,,jaringan kurang stabil saat digunakan wifi lantai fikti,"['jaringan', 'kurang', 'stabil', 'saat', 'digunakan', 'wifi', 'lantai', 'fikti']","['jaringan', 'kurang', 'stabil', 'saat', 'digunakan', 'wifi', 'lantai', 'fikti']","['jaringan', 'kurang', 'stabil', 'saat', 'digunakan', 'wifi', 'lantai', 'fikti']",jaringan kurang stabil saat digunakan wifi lantai fikti
